FamilyName	Subfamily	Tribe	Genus	Species	HostFamily	HostGenus	HostSpecies	HostCommonName
Miridae	Orthotylinae	Orthotylini	Slaterocoris	pallidicornis	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Blepharidopterus	provancheri	Fagaceae	Quercus	garryana	Oregon white oak
Aphididae	Calaphidinae	Panaphidini	Tuberculatus (Pacificallis)	californicus	Fagaceae	Quercus		oak
Miridae	Orthotylinae	Orthotylini	Malacocoris	chlorizans	Fagaceae	Quercus	robur	English oak
Miridae	Phylinae	Pilophorini	Pilophorus	perplexus	Fagaceae	Quercus	garryana	Oregon white oak
Miridae	Orthotylinae	Orthotylini	Malacocoris	chlorizans	Fagaceae	Quercus	garryana	Oregon white oak
Miridae	Phylinae	Pilophorini	Pilophorus	perplexus	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Pilophorini	Pilophorus	perplexus	Fagaceae	Quercus	robur	English oak
Aphididae	Calaphidinae	Panaphidini	Tuberculatus (Tuberculoides)	annulatus	Fagaceae	Quercus	robur	NULL
Aphididae	Calaphidinae	Panaphidini	Tuberculatus (Tuberculoides)	annulatus	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Plagiognathus	modestus	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Phylinae	Phylini	Plagiognathus	maculipennis	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Orthotylinae	Orthotylini	Noctuocoris	fumidus	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Phylinae	Pilophorini	Pilophorus	vicarius	Fagaceae	Quercus	macrocarpa	bur oak
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	modestus	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	pilosulus	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Americodema	nigrolineatum	Fagaceae	Quercus	macrocarpa	bur oak
Miridae	Orthotylinae	Orthotylini	Reuteria	querci	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Plagiognathus	maculipennis	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Plagiognathus	modestus	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Schaffneria	davisi	Fagaceae	Quercus	sp	oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	macrocarpa	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	quercicola	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Orthotylinae	Orthotylini	Schaffneria	davisi	Fagaceae	Quercus	macrocarpa	bur oak
Miridae	Phylinae	Phylini	Lopus	decolor	Cyperaceae			bur oak
Miridae	Phylinae	Phylini	Plagiognathus	punctatipes	Fagaceae	Quercus	sp	NULL
Miridae	Deraeocorinae	Deraeocorini	Eurychilopterella	luridula	Fagaceae	Quercus	sp	oak
Miridae	Mirinae	Mirini	Pinalitus	rubricatus	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Blepharidopterus	provancheri	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Pseudoxenetus	regalis	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Lopidea	media	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Plagiognathus	albatus	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Plagiognathus	modestus	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Americodema	nigrolineatum	Fagaceae	Quercus	sp	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	pumilus	Fagaceae	Quercus	sp	oak
Miridae	Mirinae	Stenodemini	Trigonotylus	caelestialium	Fagaceae	Quercus	macrocarpa	bur oak
Miridae	Orthotylinae	Orthotylini	Blepharidopterus	provancheri	Fagaceae	Quercus	macrocarpa	bur oak
Miridae	Orthotylinae	Orthotylini	Paraproba	capitata	Fagaceae	Quercus	alba	white oak
Miridae	Orthotylinae	Orthotylini	Paraproba	capitata	Fagaceae	Quercus	macrocarpa	bur oak
Miridae	Orthotylinae	Orthotylini	Reuteria	fuscicornis	Fagaceae	Quercus	alba	white oak
Miridae	Phylinae	Phylini	Plagiognathus	politus	Fagaceae	Quercus	sp	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	fasciatus	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Pseudoxenetus	regalis	Fagaceae	Quercus	rubra	northern red oak
Aleyrodidae	Aleyrodinae	Aleyrodinae_none	Aleuroplatus	gelatinosus	Fagaceae	Quercus	lobata	Valley oak
Miridae	Orthotylinae	Orthotylini	Blepharidopterus	angulatus	Fagaceae	Quercus	sp	oak
Miridae	Orthotylinae	Orthotylini	Lopidea	dakota	Fagaceae	Quercus	sp	oak
Miridae	Mirinae	Mirini	Neolygus	fagi	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Irbisia	silvosa	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Mirinae	Mirini	Pycnocoris	ursinus	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Mirinae	Mirini	Irbisia	oreas	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Phylinae	Phylini	Tuxedo	susansolomonae	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Mirinae	Mirini	Irbisia	californica	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Mirinae	Mirini	Irbisia	brachycera	Fagaceae	Quercus	chrysolepis	NULL
Miridae	Mirinae	Mirini	Notholopisca	californica	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Hallodapini	Cyrtopeltocoris	sp	Fagaceae	Quercus	devia	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Phytocoris	navajo	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	rugosa	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	castanea	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	castanea	NULL
Miridae	Phylinae	Phylini	Roburocoris	peramplus	Fagaceae	Quercus	rugosa	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	castanea	NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus	castanea	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	glaucoides	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	glaucoides	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus	bolanyosensis	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	devia	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	depressipes	NULL
Miridae	Phylinae	Phylini	Roburocoris	peramplus	Fagaceae	Quercus	depressipes	NULL
Miridae	Phylinae	Phylini	Pygovepres	vaccinicola	Fagaceae	Quercus	depressipes	NULL
Miridae	Orthotylinae	Orthotylini	Melanotrichus	coagulatus	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Lygus	elisus	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Lygus	elisus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Telamonanthe	pulchella	Fagaceae	Quercus		NULL
Miridae	Orthotylinae	Orthotylini	Paraproba	mexicana	Fagaceae	Quercus	sp	oak
Miridae	Mirinae	Mirini	Lygocoris	deraeocoroides	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	durifolia	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	grisea	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	grisea	NULL
Miridae	Mirinae	Mirini	Lygocoris	deraeocoroides	Fagaceae	Quercus	grisea	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cochise	Fagaceae	Quercus	durifolia	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	grisea	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	eduardii	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercicola	Fagaceae	Quercus	grisea	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	eduardii	NULL
Aetalionidae	Aetalioninae	Aetalionini	Aetalion	nervosopunctatum	Fagaceae	Quercus	grisea	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	sp	Fagaceae	Quercus	eduardii	NULL
Miridae	Mirinae	Mirini	Phytocoris	quercinus	Fagaceae	Quercus	grisea	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	bullatus	Fagaceae	Quercus	eduardii	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cochise	Fagaceae	Quercus	grisea	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cochise	Fagaceae	Quercus	eduardii	NULL
Miridae	Mirinae	Mirini	Neocapsus	leviscutatus	Fagaceae	Quercus	grisea	NULL
Miridae	Phylinae	Pilophorini	Pilophorus	tibialis	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Atractotomus	schwartzi	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Pilophorini	Pilophorus	tibialis	Fagaceae	Quercus		NULL
Miridae	Phylinae	Phylini	Roburocoris	grandiculus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	sp	Fagaceae	Quercus	sp	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cochise	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Viscacoris	interstinctus				oak mistletoe
Membracidae	Smiliinae	Smiliini	Ophiderma	sp	Fagaceae	Quercus	grisea	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus		NULL
Miridae	Phylinae	Phylini	Atractotomus	jalisco	Fagaceae	Quercus	castanea	NULL
Miridae	Orthotylinae	Orthotylini	Paraproba	mexicana	Fagaceae	Quercus	sp	NULL
Aleyrodidae	Aleyrodinae	Aleyrodinae_none	Dialeurodes	denticulatus	Fagaceae	Quercus	sp	oak
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	polymorpha	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Tropidosteptes	sp	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus	microlepis	NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus	virginianus	NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus	rysophylla	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercicola	Fagaceae	Quercus	microlepis	NULL
Miridae	Mirinae	Mirini	Neocapsus	sp	Fagaceae	Quercus	microlepis	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cochise	Fagaceae	Quercus	microlepis	NULL
Miridae	Mirinae	Mirini	Neocapsus	cuneatus	Fagaceae	Quercus	microlepis	NULL
Miridae	Mirinae	Mirini	Neocapsus	cuneatus	Fagaceae	Quercus	rysophylla	NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus		NULL
Miridae	Phylinae	Phylini	Atractotomus	quercicola	Fagaceae	Quercus		NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus	polymorpha	NULL
Miridae	Phylinae	Phylini	Atractotomus	polymorphae	Fagaceae	Quercus	polymorpha	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercicola	Fagaceae	Quercus	polymorpha	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	polymorpha	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	nigrocinctus	Fagaceae	Quercus	polymorpha	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	laeta	NULL
Miridae	Phylinae	Phylini	Atractotomus	iturbide	Fagaceae	Quercus	grandis	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	obtusata	NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus	sideroxyla	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercicola	Fagaceae	Quercus	sideroxyla	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	scytophylla	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	emoryi	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	emoryi	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	canbyi	NULL
Miridae	Phylinae	Phylini	Atractotomus	iturbide	Fagaceae	Quercus	canbyi	NULL
Miridae	Phylinae	Phylini	Atractotomus	iturbide	Fagaceae	Quercus	polymorpha	NULL
Miridae	Phylinae	Phylini	Atractotomus	schaffneri	Fagaceae	Quercus	polymorpha	NULL
Miridae	Mirinae	Mirini	Neocapsus	cuneatus	Fagaceae	Quercus	canbyi	NULL
Miridae	Mirinae	Mirini	Neocapsus	sp	Fagaceae	Quercus	canbyi	NULL
Membracidae	Smiliinae	Telamonini	Palonica	pyramidata	Fagaceae	Quercus	laeta	NULL
Issidae	Issinae	Issini	Paralixes	perpendicularis	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Telamonini	Palonica	pyramidata	Fagaceae	Quercus	mexicana	NULL
Miridae	Mirinae	Mirini	Proba	sp	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Atractotomus	sp	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	magnoliaefolia	NULL
Miridae	Deraeocorinae	Termatophylini	Termatophylum	sp	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	durifolia	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Telamonini	Archasia	belfragei	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Atymna	helena	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	celsus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	digitata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	prinus	chestnut oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	rubra	northern red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	digitata	finger oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	discoidalis	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	discoidalis	Fagaceae	Quercus	nigra	water oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	discoidalis	Fagaceae	Quercus	sp	willow oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	rubra	northern red oak
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	prinus	chestnut oak
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	velutina	black oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	phellos	northern red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	rubra	northern red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	flavolatus	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	rubra	northern red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	minor	oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	digitata	oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	funkhouseri	Fagaceae	Quercus	minor	post oak
Membracidae	Smiliinae	Ceresini	Stictocephala	alta	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	coccinea	scarlet oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	digitata	southern red oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	coccinea	southern red oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	acuminata	oak
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	digitata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	salamandra	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	maculifrontis	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	maculifrontis	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	maculifrontis	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	digitata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	amnicola	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	digitata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	lutea	Fagaceae	Quercus	rubra	northern red oak
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	phellus	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	phellos	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	rubra	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	coccinea	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	phellos	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	rubra	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	digitata	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Smiliini	Smilia	sp	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Smilia	sp	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	vau	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Ceresini	Spissistilus	festinus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	acuminatus	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	acuminatus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	acuminatus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Polyglyptini	Publilia	reticulata	Fagaceae	Quercus	rubra	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	sayi	Fagaceae	Quercus	sp	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	sayi	Fagaceae	Quercus	minor	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	militaris	Fagaceae	Quercus	prinoides	NULL
Miridae	Phylinae	Phylini	Roburocoris	exiguus	Fagaceae	Quercus	oblongifolia	NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus	arizonica	NULL
Miridae	Mirinae	Mirini	Phytocoris	decurvatus	Fagaceae	Quercus	arizonica	NULL
Miridae	Phylinae	Phylini	Roburocoris	maculosus	Fagaceae	Quercus	arizonica	NULL
Miridae	Phylinae	Phylini	Atractotomus	ovatus	Fagaceae	Quercus	arizonica	NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus	turbinella	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cochise	Fagaceae	Quercus	arizonica	NULL
Miridae	Mirinae	Mirini	Knightomiris	distinctus	Fagaceae	Quercus	oblongifolia	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Polyglyptini	Publilia	sp	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Bisulcopsallus	huachucae	Fagaceae	Quercus	oblongifolia	NULL
Miridae	Phylinae	Phylini	Bisulcopsallus	huachucae	Fagaceae	Quercus	emoryi	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	sp	Fagaceae	Quercus		oak
Miridae	Phylinae	Phylini	Roburocoris	grandiculus	Fagaceae	Quercus	undulata	NULL
Miridae	Phylinae	Phylini	Atractotomus	ovatus	Fagaceae	Quercus	undulata	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	undulata	NULL
Miridae	Mirinae	Mirini	Lygocoris	deraeocoroides	Fagaceae	Quercus	undulata	NULL
Miridae	Mirinae	Mirini	Neoborops	vigilax	Fagaceae	Quercus	undulata	wavyleaf oak
Miridae	Mirinae	Mirini	Phytocoris	navajo	Fagaceae	Quercus	undulata	NULL
Miridae	Phylinae	Phylini	Occidentodema	mcfarlandi	Fagaceae	Quercus	undulata	NULL
Miridae	Mirinae	Mirini	Neocapsus	leviscutatus	Fagaceae	Quercus	undulata	NULL
Miridae	Phylinae	Phylini	Tuxedo	nicholi	Fagaceae	Quercus	oblongifolia	NULL
Miridae	Orthotylinae	Orthotylini	Orthotylus	sp	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Atractotomus	ovatus	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Occidentodema	mcfarlandi	Fagaceae	Quercus	emoryi	NULL
Miridae	Phylinae	Phylini	Atractotomus	ovatus	Fagaceae	Quercus	oblongifolia	NULL
Miridae	Phylinae	Phylini	Atractotomus	ovatus	Fagaceae	Quercus		NULL
Miridae	Phylinae	Phylini	Atractotomus	ovatus	Fagaceae	Quercus	emoryi	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercinus	Fagaceae	Quercus	emoryi	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercinus	Fagaceae	Quercus	oblongifolia	NULL
Miridae	Phylinae	Phylini	Atractotomus	quercinus	Fagaceae	Quercus		NULL
