FamilyName	Subfamily	Tribe	Genus	Species	HostFamily	HostGenus	HostSpecies	HostCommonName
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	phellos	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	rubra	red oak
Cicadellidae	Typhlocybinae	Typhlocybini	Empoa (Empoa)	querci	Fagaceae	Quercus	palustris	NULL
Cicadellidae	Typhlocybinae	Typhlocybini	Empoa (Empoa)	rubricola	Fagaceae	Quercus	palustris	NULL
Cicadellidae	Typhlocybinae	Typhlocybini	Ossiannilssonola	antigone	Fagaceae	Quercus	rubra	NULL
Cicadellidae	Typhlocybinae	Typhlocybini	Ossiannilssonola	knulli	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	pallidifrontis	Fagaceae	Quercus	sp	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Telamonini	Telamona	maculata	Fagaceae	Quercus	sp	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuscipennis	Fagaceae	Quercus	rubra	NULL
Flatidae	Flatinae	Nephesini	Metcalfa	pruinosa	Fagaceae	Quercus	sp	NULL
Acanaloniidae	Acanaloniinae	Acanaloniini	Acanalonia	conica	Fagaceae	Quercus	sp	NULL
Flatidae	Flatinae	Nephesini	Ormenoides	venusta	Fagaceae	Quercus	sp	NULL
Tingidae	Tinginae	Tingini	Corythucha	pruni	Fagaceae	Quercus	sp	NULL
Tingidae	Tinginae	Tingini	Corythucha	arcuata	Fagaceae	Quercus	sp	NULL
Tingidae	Tinginae	Tingini	Corythucha	arcuata	Fagaceae	Quercus	dentata	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus		white oak
Membracidae	Smiliinae	Smiliini	Archasia	auriculata	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Archasia	auriculata	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	pallidifrontis	Fagaceae	Quercus	lyrata	overcup oak
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	nigra	water oak
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Telamonini	Telamona	extrema	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	nitidus	Fagaceae	Quercus	nigra	water oak
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	marilandica	blackjack oak
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	marilandica	blackjack oak
Membracidae	Smiliinae	Telamonini	Telamona	extrema	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Telamonini	Telamona	unicolor	Fagaceae	Quercus	phellos	willow oak
Derbidae	Cedusinae	Cedusini	Cedusa	mallochi	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus	prinus	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus	michauxii	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	bellus	Fagaceae	Quercus	shumardii	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	granovskyi	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	longiunguis	Fagaceae	Quercus	cinerea	NULL
Flatidae	Flatoidinae	Flatoidini	Flatoidinus	punctatus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Lachnochaitophorus	obscurus	Fagaceae	Quercus	laurifolia	NULL
Aphididae	Calaphidinae	Panaphidini	Lachnochaitophorus	obscurus	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	prinus	NULL
Aphididae	Calaphidinae	Panaphidini	Neosymydobius	albasiphus	Fagaceae	Quercus	prinus	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	melanocera	Fagaceae	Quercus	nigra	NULL
Achilidae	Achilinae	Plectoderini	Catonia	carolina	Fagaceae	Quercus	laevis	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus		laurel oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	virginiana	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	virginiana	NULL
Achilidae	Achilinae	Myconini	Cixidia	colorata	Fagaceae	Quercus	laevis	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	virginiana	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	virginiana	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	laevis	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	multisetis	Fagaceae	Quercus	cinerea	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	bellus	Fagaceae	Quercus	nigra	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	quercifoliae	Fagaceae	Quercus	prinus	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	meridionalis	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	lyrata	NULL
Aphididae	Eriosomatinae	Eriosomatini	Kaltenbachiella	ulmifusa	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	incana	NULL
Miridae	Phylinae	Phylini	Hamatophylus	guttulosus	Fagaceae	Quercus	virginiana	NULL
Aleyrodidae	Aleyrodinae	Aleyrodinae_none	Tetraleurodes	perileuca	Fagaceae	Quercus	virginiana	southern live oak
Miridae	Mirinae	Mirini	Taedia	johnstoni	Fagaceae	Quercus	virginiana	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	aurantiacus	Fagaceae	Quercus	inopina	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	bifurcus	Fagaceae	Quercus	virginiana	NULL
Issidae	Issinae	Issini	Exortus	punctiferus	Fagaceae	Quercus	laevis	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata				laurel oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	multisetis	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	pepperi	Fagaceae	Quercus	laurifolia	NULL
Issidae	Issinae	Issini	Exortus	punctiferus	Fagaceae	Quercus		NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsidea	balli	Fagaceae	Quercus	sp	oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	laurifolia	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	ellisi	Fagaceae	Quercus		NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	retusa	Fagaceae	Quercus	chapmanii	NULL
Membracidae	Smiliinae	Telamonini	Telamona	salvini	Fagaceae	Quercus	virginiana	NULL
Aphididae	Lachninae	Lachnini	Longistigma	caryae	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Creontiades	sp				turkey oak
Miridae	Mirinae	Mirini	Lygus	lineolaris	Fagaceae	Quercus	laevis	turkey oak
Membracidae	Smiliinae	Smiliini	Archasia	auriculata	Fagaceae	Quercus	chapmanii	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	interna	Fagaceae	Quercus	chapmanii	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	propria	Fagaceae	Quercus	chapmanii	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	sebringensis	Fagaceae	Quercus	myrsinifolia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	multisetis	Fagaceae	Quercus	falcata	red oak
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	sayi	Fagaceae	Quercus	laurifolia	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	virginiana	NULL
Achilidae	Achilinae	Plectoderini	Catonia	cinctifrons	Fagaceae	Quercus	laevis	NULL
Achilidae	Achilinae	Myconini	Cixidia	fusca	Fagaceae	Quercus	cerris	NULL
Flatidae	Flatoidinae	Flatoidini	Flatoidinus	punctatus	Fagaceae	Quercus	laevis	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	incana	NULL
Caliscelidae	Caliscelinae	Caliscelini	Bruchomorpha	pallidipes	Fagaceae	Quercus	laevis	turkey oak
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsidea	balli	Fagaceae	Quercus	virginiana	live oak
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsidea	balli	Fagaceae	Quercus	virginiana	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsidea	fusiformis	Fagaceae	Quercus	virginiana	live oak
Cicadidae	Cicadinae	Cicadini	Neocicada	hieroglyphica	Fagaceae	Quercus	sp	oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	laevis	NULL
Aphididae	Calaphidinae	Panaphidini	Neosymydobius	albasiphus	Fagaceae	Quercus		oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus		post oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus		post oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus				finger oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	nigra	NULL
Miridae	Orthotylinae	Orthotylini	Schaffneria	davisi	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	falcata	NULL
Pentatomidae	Pentatominae	Halyini	Brochymena	quadripustulata				oak
Reduviidae	Ectrichodiinae	Ectrichodiini	Rhiginia	cruciata	Fagaceae	Quercus	sp	oak
Achilidae	Achilinae	Plectoderini	Catonia	pini	Fagaceae	Quercus	laevis	NULL
Aphididae	Calaphidinae	Panaphidini	Neosymydobius	memorialis	Fagaceae	Quercus	stellata	NULL
Aphididae	Calaphidinae	Panaphidini	Neosymydobius	albasiphus	Fagaceae	Quercus	stellata	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	alba	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	davisi	Fagaceae	Quercus	macrocarpa	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	knighti	Fagaceae	Quercus	chapmanii	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	confirmata	Fagaceae	Quercus	imbricaria	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	trivittata	Fagaceae	Quercus	imbricaria	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	accola	Fagaceae	Quercus	bicolor	NULL
Miridae	Mirinae	Mirini	Phytocoris	puella	Fagaceae	Quercus		NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Neolygus	omnivagus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	cinereus	Fagaceae	Quercus	sp	oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor				oak
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	mirifica	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	sp	oak
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	sayi				oak
Miridae	Mirinae	Herdoniini	Xenetus	scutellatus				oak
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	impar	Fagaceae	Quercus	muehlenbergii	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	delongi	Fagaceae	Quercus	palustris	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	richardsi	Fagaceae	Quercus	palustris	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	lucyae	Fagaceae	Quercus	macrocarpa	NULL
Membracidae	Smiliinae	Polyglyptini	Entylia	carinata				oak, chestnut, maple and willow
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	curta	Fagaceae	Quercus	macrocarpa	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	guicei	Fagaceae	Quercus	macrocarpa	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	tantilla	Fagaceae	Quercus	macrocarpa	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	basilaris	Fagaceae	Quercus	veluntia	NULL
Aphididae	Calaphidinae	Panaphidini	Neosymydobius	albasiphus	Fagaceae	Quercus	alba	white oak
Cicadidae	Cicadettinae	Taphurini	Magicicada	septendecim	Fagaceae	Quercus	alba	white oak
Miridae	Phylinae	Phylini	Plagiognathus	politus	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Phylinae	Phylini	Plagiognathus	obscurus	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Phylinae	Phylini	Americodema	nigrolineatum	Fagaceae	Quercus	macrocarpa	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	griseus	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	borealis	Fagaceae	Quercus		oak
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	quercicola	Fagaceae	Quercus	sp	NULL
Miridae	Phylinae	Phylini	Americodema	nigrolineatum	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Atymna	helena	Fagaceae	Quercus	alba	NULL
Miridae	Mirinae	Mirini	Neolygus	quercalbae	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Neolygus	quercalbae	Fagaceae	Quercus	alba	NULL
Miridae	Mirinae	Mirini	Neolygus	quercalbae				oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Neolygus	hirticulus	Fagaceae	Quercus	sp	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	sericus	Fagaceae	Quercus	sp	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	brevipes	Fagaceae	Quercus	marilandica	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	tenuitas	Fagaceae	Quercus	marilandica	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	haysensis	Fagaceae	Quercus	macrocarpa	NULL
Miridae	Orthotylinae	Orthotylini	Reuteria	bifurcata	Fagaceae	Quercus	stellata	NULL
Miridae	Orthotylinae	Ceratocapsini	Pilophoropsidea	camelus	Anacardiaceae	Toxicodendron	pubescens	Atlantic poison oak
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	nigra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	bellus	Fagaceae	Quercus	rubra	red oak
Miridae	Deraeocorinae	Hyaliodini	Hyaliodes	harti	Fagaceae	Quercus	michauxii	NULL
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus	nigra	NULL
Achilidae	Achilinae	Plectoderini	Catonia	nava	Fagaceae	Quercus	laevis	NULL
Aphididae	Calaphidinae	Panaphidini	Neosymydobius	albasiphus	Fagaceae	Quercus	virginiana	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	virginiana	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	elliotti	Fagaceae	Quercus	sp	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus	virginiana	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus	phellos	NULL
Miridae	Orthotylinae	Orthotylini	Schaffneria	davisi	Fagaceae	Quercus	ilicifolia	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	sp	Fagaceae	Quercus	marylandica	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	brevitylus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Telamonini	Telamona	decorata	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	maculifrontis	Fagaceae	Quercus	falcata	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	acutissima	NULL
Membracidae	Smiliinae	Telamonini	Telamona	decorata	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuscipennis	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	lutea	Fagaceae	Quercus	prinus	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Atymna	castaneae	Fagaceae	Quercus		oak
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus		oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	rubra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	alba	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus	alba	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	quercicola	Fagaceae	Quercus	rubra	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	quercicola				pin oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	pallidifrontis	Fagaceae	Quercus	stellata	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	frisoni	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	salamandra	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Atymna	helena	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Smiliini	Atymna	querci				red oak
Delphacidae	Delphacinae	Delphacini	Delphacodes	lutulenta	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis	sp	Fagaceae	Quercus	alba	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	frisoni	Fagaceae	Quercus	palustris	NULL
Aphididae	Drepanosiphinae	Drepanosiphinae_none	Drepanaphis	sp	Fagaceae	Quercus	alba	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Atymna	castaneae	Fagaceae	Quercus	prinus	chestnut oak
Membracidae	Smiliinae	Telamonini	Telamona	decorata	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	funkhouseri	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	falcata	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus	alba	NULL
Membracidae	Stegaspidinae	Microcentrini	Microcentrus	perditus	Fagaceae	Quercus	rubra	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	grisea	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	falcata	NULL
Aphrophoridae	Aphrophorinae	Lepyroniini	Lepyronia	quadrangularis	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	nigra	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	brevitylus	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	tuberosus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Telamonini	Glossonotus	acuminatus	Fagaceae	Quercus	falcata	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	acuminatus	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	salamandra	Fagaceae	Quercus	veluntia	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	veluntia	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	salamandra	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	acuminatus	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Telamonini	Glossonotus	acuminatus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	stimulea	Fagaceae	Quercus	stellata	NULL
Cixiidae	Cixiinae	Cixiini	Cixius	angustatus	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	brevitylus	Fagaceae	Quercus	phellos	NULL
